anime_id,name,genre,type,episodes,members
5005,Tentai Senshi Sunred,"Comedy, Parody, Seinen, Super Power",TV,26,12236
890,Yuusha-Ou GaoGaiGar,"Adventure, Mecha, Sci-Fi, Shounen",TV,49,10031
269,Bleach,"Action, Comedy, Shounen, Super Power, Supernatural",TV,366,624055
14741,Chuunibyou demo Koi ga Shitai!,"Comedy, Drama, Romance, School, Slice of Life",TV,12,394399
1472,City Hunter 3,"Action, Comedy, Mystery, Shounen",TV,13,6723
33028,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,"Action, Horror, Mystery, Psychological",TV,11,65503
7304,Detective Conan Movie 08: Time Travel of the Silver Sky,"Adventure, Mystery",Special,1,6515
8609,Detective Conan OVA 10: Kid in Trap Island,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7757
6033,Dragon Ball Kai,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,97,116832
8479,Hetalia World Series,"Comedy, Historical, Parody",ONA,48,64416
254,Jungle wa Itsumo Hare nochi Guu Deluxe,"Comedy, Slice of Life",OVA,6,8847
8525,Kami nomi zo Shiru Sekai,"Comedy, Harem, Romance, Shounen, Supernatural",TV,12,284846
19703,Kyousou Giga (TV),"Action, Fantasy, Supernatural",TV,10,67732
25517,Magic Kaito 1412,"Adventure, Comedy, Romance, Shounen",TV,24,43545
31764,Nejimaki Seirei Senki: Tenkyou no Alderamin,"Action, Adventure, Fantasy, Military",TV,13,86475
27775,Plastic Memories,"Drama, Romance, Sci-Fi",TV,13,213493
21339,Psycho-Pass Movie,"Action, Military, Police, Sci-Fi",Movie,1,94677
2104,Seto no Hanayome,"Comedy, Parody, Romance, School",TV,26,165008
24893,Sidonia no Kishi: Daikyuu Wakusei Seneki,"Action, Mecha, Sci-Fi, Seinen, Space",TV,12,57665
2150,Tanoshii Muumin Ikka,"Adventure, Comedy, Fantasy, Kids, Slice of Life",TV,78,7761
12445,Tasogare Otome x Amnesia,"Horror, Mystery, Romance, School, Shounen, Supernatural",TV,12,172367
543,Vampire Hunter D (2000),"Action, Drama, Fantasy, Horror, Romance, Sci-Fi, Vampire",Movie,1,68229
23225,Yuru Yuri Nachuyachumi!,"Comedy, Shoujo Ai, Slice of Life",OVA,1,28339
9252,Break Blade 3: Kyoujin no Ato,"Action, Fantasy, Mecha, Military, Shounen",Movie,1,42653
12893,Danshi Koukousei no Nichijou Specials,"Comedy, School, Shounen, Slice of Life",Special,6,49891
1505,Detective Conan Movie 09: Strategy Above the Depths,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,20347
4447,Detective Conan Movie 12: Full Score of Fear,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,19290
317,Final Fantasy VII: Advent Children,"Action, Fantasy, Super Power",Movie,1,138659
22265,Free!: Eternal Summer,"Comedy, School, Slice of Life, Sports",TV,13,150596
13117,Hakuouki Movie 1: Kyoto Ranbu,"Action, Drama, Historical, Josei, Samurai, Supernatural",Movie,1,12076
9563,Hidamari Sketch x ☆☆☆ Specials,"Comedy, School, Slice of Life",Special,2,8734
16904,K: Missing Kings,"Action, Super Power, Supernatural",Movie,1,98549
97,Last Exile,"Action, Adventure, Sci-Fi",TV,26,104193
20517,Little Busters!: EX,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",Special,8,26709
2273,Mobile Suit Gundam Wing: Endless Waltz Movie,"Action, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,35711
1735,Naruto: Shippuuden,"Action, Comedy, Martial Arts, Shounen, Super Power",TV,Unknown,533578
20159,Pokemon: The Origin,"Action, Adventure, Comedy, Fantasy, Kids",Special,4,85947
12403,Yuru Yuri♪♪,"Comedy, School, Shoujo Ai, Slice of Life",TV,12,83097
7044,Zan Sayonara Zetsubou Sensei Bangaichi,"Comedy, Parody, School",OVA,2,22704
31646,3-gatsu no Lion,"Drama, Game, Seinen, Slice of Life",TV,23,59492
32998,91 Days,"Action, Drama, Historical",TV,12,140604
30123,Akagami no Shirayuki-hime,"Drama, Fantasy, Romance, Shoujo",TV,12,157551
31339,Drifters,"Action, Adventure, Comedy, Fantasy, Historical, Samurai, Seinen",TV,12,102857
2890,Gake no Ue no Ponyo,"Adventure, Fantasy",Movie,1,140277
468,Ghost in the Shell 2: Innocence,"Mecha, Military, Police, Psychological, Sci-Fi",Movie,1,85714
29755,Haikyuu!! Movie 1: Owari to Hajimari,"Comedy, Drama, School, Shounen, Sports",Movie,1,13094
25303,Haikyuu!! OVA,"Shounen, Sports",OVA,2,30063
24471,Hoozuki no Reitetsu OVA,"Comedy, Fantasy, Supernatural",OVA,3,6073
516,Keroro Gunsou,"Comedy, Sci-Fi, Shounen",TV,358,31632
1425,Lupin III: Part II,"Action, Adventure, Comedy, Shounen",TV,155,10873
5310,Macross F Movie 1: Itsuwari no Utahime,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Movie,1,20637
93,Mobile Suit Gundam Seed,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",TV,50,96973
8038,Nodame Cantabile Finale Special,"Comedy, Josei, Music, Romance",Special,1,23388
322,Paradise Kiss,"Comedy, Drama, Josei, Romance, Slice of Life",TV,12,86380
6154,Saint Seiya: The Hades Chapter Sanctuary - Yomigaerishi Gold Saint-tachi no Shinwa,"Adventure, Sci-Fi, Shounen",Special,2,4975
7588,Saraiya Goyou,"Historical, Samurai, Seinen",TV,12,40819
10083,Shiki Specials,"Horror, Mystery, Supernatural, Vampire",Special,2,37657
1172,Slayers Try,"Adventure, Comedy, Demons, Fantasy, Magic, Shounen",TV,26,32742
31711,To LOVE-Ru Darkness 2nd Specials,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",Special,2,22487
2265,Transformers the Movie,"Action, Mecha",Movie,1,6540
23249,Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,"Action, Drama, Military, Sci-Fi, Space",Movie,1,5431
202,Wolf&#039;s Rain,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",TV,26,171863
30370,Akatsuki no Yona OVA,"Action, Comedy, Fantasy, Shoujo",OVA,3,29398
9919,Ao no Exorcist,"Action, Demons, Fantasy, Shounen, Supernatural",TV,25,583823
1818,Claymore,"Action, Adventure, Demons, Fantasy, Shounen, Super Power, Supernatural",TV,26,316853
34036,Detective Conan: Episode One - Chiisaku Natta Meitantei,"Adventure, Comedy, Mystery, Police, Shounen",Special,1,2493
10090,Ghost in the Shell: Stand Alone Complex - Solid State Society 3D,"Mecha, Military, Mystery, Police, Sci-Fi, Seinen",Movie,1,7515
17895,Golden Time,"Comedy, Romance, Seinen",TV,24,273191
1824,Hadashi no Gen,"Drama, Historical",Movie,1,16474
4192,Hayate no Gotoku!!,"Action, Comedy, Harem, Parody, Romance",TV,25,67323
10357,Jinrui wa Suitai Shimashita,"Comedy, Fantasy, Seinen",TV,12,89373
30745,Kyoukai no Kanata Movie: I&#039;ll Be Here - Kako-hen - Yakusoku no Kizuna,Music,Special,1,10306
19489,Little Witch Academia: Mahoujikake no Parade,"Adventure, Comedy, Fantasy, Magic, School",Movie,1,53024
4472,Lucky☆Star: Original na Visual to Animation,"Comedy, Parody, School, Slice of Life",OVA,1,84833
19613,New Initial D Movie: Legend 1 - Kakusei,"Action, Cars, Seinen, Sports",Movie,1,7695
5530,Pandora Hearts,"Adventure, Fantasy, Mystery, Shounen, Supernatural",TV,25,229567
6591,Rurouni Kenshin DVD-BOX Special Ending,"Historical, Romance",Special,1,9695
10218,Berserk: Ougon Jidai-hen I - Haou no Tamago,"Action, Adventure, Demons, Fantasy, Military, Seinen, Supernatural",Movie,1,77103
388,Capeta,"Cars, Shounen, Sports",TV,52,9711
28999,Charlotte,"Drama, School, Super Power",TV,13,310137
1473,City Hunter &#039;91,"Action, Comedy, Mystery, Shounen",TV,13,6337
1379,Kino no Tabi: Nanika wo Suru Tame ni - Life Goes On.,"Adventure, Drama, Fantasy",Movie,1,26746
23293,Lupin the IIIrd: Jigen Daisuke no Bohyou,"Action, Adventure, Comedy, Drama, Seinen",Movie,1,5939
1910,Master Keaton OVA,"Adventure, Mystery",OVA,15,3205
33221,Mobile Suit Gundam Thunderbolt: December Sky,"Action, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,2833
18897,Nisekoi,"Comedy, Harem, Romance, School, Shounen",TV,20,347599
31592,Pokemon XY&amp;Z,"Action, Adventure, Comedy, Fantasy, Kids",TV,47,15627
31380,To LOVE-Ru Darkness 2nd OVA,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",OVA,3,18575
28677,Yamada-kun to 7-nin no Majo (TV),"Comedy, Harem, Mystery, Romance, School, Shounen, Supernatural",TV,12,193566
7193,Aoi Bungaku Series,"Drama, Historical, Psychological, Seinen, Thriller",TV,12,93074
1961,Arashi no Yoru ni,"Adventure, Comedy, Drama, Fantasy",Movie,1,11458
21405,Bokura wa Minna Kawaisou,"Comedy, Romance, School, Slice of Life",TV,12,159793
6024,Chi&#039;s Sweet Home: Atarashii Ouchi,"Comedy, Kids, Slice of Life",TV,104,16670
2761,Densetsu Kyojin Ideon: Hatsudou-hen,"Drama, Mecha, Sci-Fi, Space",Movie,1,2963
1491,Ginga Tetsudou 999,"Adventure, Drama, Sci-Fi, Space",TV,113,12672
106,Hana yori Dango,"Drama, Romance, School, Shoujo",TV,51,28341
5835,Hanasakeru Seishounen,"Drama, Romance, Shoujo",TV,39,37051
3604,Hidamari Sketch x 365,"Comedy, School, Slice of Life",TV,13,19180
11237,Hidamari Sketch x SP,"Comedy, School, Slice of Life",Special,2,7999
2828,Ie Naki Ko,"Adventure, Drama, Historical, Kids, Slice of Life",TV,51,4479
4087,Michiko to Hatchin,"Action, Adventure",TV,22,82625
28881,New Initial D Movie: Legend 2 - Tousou,"Cars, Seinen, Sports",Movie,1,4641
21473,Persona 3 the Movie 2: Midsummer Knight&#039;s Dream,"Action, Fantasy, Seinen, Supernatural",Movie,1,27462
582,Sexy Commando Gaiden: Sugoiyo!! Masaru-san,"Comedy, Martial Arts, School, Shounen",TV,48,6473
8311,Tegamibachi Reverse,"Adventure, Fantasy, Shounen, Supernatural",TV,25,36228
21995,Ao Haru Ride,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",TV,12,227417
532,Bishoujo Senshi Sailor Moon S,"Drama, Magic, Romance, Shoujo",TV,38,66911
552,Digimon Adventure,"Action, Adventure, Comedy, Fantasy, Kids",TV,54,182208
13629,Furiko,"Drama, Music, Romance, Slice of Life",Special,1,8809
7645,Heartcatch Precure!,"Action, Comedy, Fantasy, Magic, School, Shoujo, Slice of Life",TV,49,12825
249,InuYasha,"Action, Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural",TV,167,281632
4886,InuYasha: Kuroi Tessaiga,"Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural",Special,1,16373
451,InuYasha: Tenka Hadou no Ken,"Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural",Movie,1,51079
9734,K-On!!: Keikaku!,"Comedy, Music, School, Slice of Life",Special,1,50496
433,"Kumo no Mukou, Yakusoku no Basho","Drama, Military, Romance, Sci-Fi",Movie,1,103975
6115,Lupin III vs. Detective Conan,"Action, Adventure, Comedy, Mystery, Shounen",Special,1,15220
80,Mobile Suit Gundam,"Action, Mecha, Military, Sci-Fi, Space",TV,43,51566
1092,Mobile Suit Gundam III: Encounters in Space,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,11343
20767,Noragami OVA,"Action, Adventure, Shounen",OVA,2,104775
10119,Seitokai Yakuindomo OVA,"Comedy, School, Shounen, Slice of Life",OVA,8,63265
1921,Urusei Yatsura Movie 2: Beautiful Dreamer,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,5663
1562,Yamato Nadeshiko Shichihenge♥,"Comedy, Shoujo",TV,25,92088
11111,Another,"Horror, Mystery, School, Supernatural, Thriller",TV,12,534657
32863,Ansatsu Kyoushitsu (TV) 2nd Season: Kagaijugyou-hen,"Action, Comedy, School, Shounen",ONA,8,7999
11737,Ao no Exorcist Movie,"Action, Demons, Fantasy, Shounen, Supernatural",Movie,1,105183
28249,Arslan Senki (TV),"Action, Adventure, Drama, Fantasy, Historical, Shounen",TV,25,152811
13535,Binbougami ga!,"Comedy, Parody, Shounen, Supernatural",TV,13,117091
1520,Black Jack,Drama,OVA,12,14414
28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,"Action, Adventure, Comedy, Fantasy, Romance",TV,13,336349
30191,Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,"Action, Mystery, Supernatural",Special,1,22774
10497,Hetalia World Series Specials,"Comedy, Historical, Parody",Special,4,14348
6862,K-On!: Live House!,"Comedy, Music, School, Slice of Life",Special,1,70787
251,Kyou kara Maou!,"Adventure, Comedy, Demons, Fantasy, Shoujo",TV,78,58150
18153,Kyoukai no Kanata,"Fantasy, Slice of Life, Supernatural",TV,12,359011
875,Mind Game,"Adventure, Comedy, Dementia, Psychological, Romance",Movie,1,32756
795,Oniisama e...,"Drama, School, Shoujo, Shoujo Ai",TV,39,11424
33994,Servamp Specials,Comedy,Special,3,5973
18397,Shingeki no Kyojin OVA,"Action, Drama, Fantasy, Shounen, Super Power",OVA,3,121063
29830,Tamayura: Sotsugyou Shashin Part 3 - Akogare,"Comedy, Drama, Slice of Life",Movie,1,3089
16870,The Last: Naruto the Movie,"Action, Martial Arts, Romance, Shounen, Super Power",Movie,1,85013
479,The Law of Ueki,"Adventure, Comedy, Drama, Shounen, Supernatural",TV,51,60027
15197,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,"Action, Mecha, Military",Movie,1,61020
32189,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,"Action, Horror, Mystery, Psychological",TV,12,83343
31859,Hai to Gensou no Grimgar,"Action, Adventure, Drama, Fantasy",TV,12,213342
15451,High School DxD New,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",TV,12,266657
33446,Huyao Xiao Hongniang: Yue Hong,"Comedy, Romance",ONA,13,1043
570,Jin-Rou,"Drama, Military, Police, Psychological, Romance",Movie,1,62464
5680,K-On!,"Comedy, Music, School, Slice of Life",TV,13,386048
2175,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,"Adventure, Drama, Fantasy",Movie,1,23453
1887,Lucky☆Star,"Comedy, Parody, School, Slice of Life",TV,24,305837
90,Mobile Suit Gundam Wing,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,49,86001
91,Mobile Suit Gundam Wing: Endless Waltz,"Action, Drama, Mecha, Military, Sci-Fi, Space",OVA,3,28485
2594,Piano no Mori,"Adventure, Comedy, Drama, Music, School, Seinen",Movie,1,24278
210,Ranma ½,"Comedy, Fantasy, Martial Arts, Slice of Life",TV,161,105212
1007,Ranma ½ OVA,"Comedy, Martial Arts, Romance, Shounen",OVA,6,16804
19775,Sidonia no Kishi,"Action, Mecha, Sci-Fi, Seinen, Space",TV,12,118341
534,Slayers,"Adventure, Comedy, Demons, Fantasy, Magic",TV,26,73476
9790,Sora no Otoshimono: Tokeijikake no Angeloid,"Comedy, Drama, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",Movie,1,70391
2582,Soukou Kihei Votoms,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,52,9008
407,Tantei Gakuen Q,"Comedy, Drama, Mystery, Police, Shounen",TV,45,16591
6213,Toaru Kagaku no Railgun,"Action, Sci-Fi, Super Power",TV,24,231079
1000,Uchuu Kaizoku Captain Harlock,"Action, Adventure, Drama, Sci-Fi, Seinen, Space",TV,42,14869
1375,Watashi no Ashinaga Ojisan,"Comedy, Historical, Romance, School, Shoujo, Slice of Life",TV,40,5600
8514,Break Blade 2: Ketsubetsu no Michi,"Action, Fantasy, Mecha, Military, Shounen",Movie,1,44900
951,Chibi Maruko-chan,"Comedy, Shoujo, Slice of Life",TV,142,4739
12117,Detective Conan Movie 16: The Eleventh Striker,"Adventure, Comedy, Mystery, Police, Shounen, Sports",Movie,1,14938
2508,Genshiken 2,"Comedy, Parody, Slice of Life",TV,12,55825
19115,Giovanni no Shima,"Drama, Historical",Movie,1,10115
6904,Hellsing I: Digest for Freaks,"Action, Horror, Military, Seinen, Super Power, Supernatural, Vampire",OVA,1,20263
22125,Kuroko no Basket: Mou Ikkai Yarimasen ka,"Comedy, School, Shounen, Sports",Special,1,20397
4454,Macross F: Close Encounter - Deculture Edition,"Action, Mecha, Military, Music, Sci-Fi, Space",Special,1,8911
32547,Non Non Biyori Repeat OVA,"Comedy, School, Seinen, Slice of Life",OVA,1,9729
15959,Nurarihyon no Mago OVA,"Action, Demons, Shounen, Supernatural",OVA,2,11401
16239,One Piece: Episode of Luffy - Hand Island no Bouken,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,1,21489
31772,One Punch Man Specials,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",Special,6,75502
396,Seikai no Senki,"Action, Military, Romance, Sci-Fi, Space",TV,13,18580
8407,Sora no Otoshimono: Forte,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",TV,12,146697
20057,Space☆Dandy,"Comedy, Sci-Fi, Space",TV,13,123529
9074,Arakawa Under the Bridge x Bridge,"Comedy, Romance, Seinen",TV,13,80394
7305,Detective Conan Movie 10: Promo Special,"Adventure, Comedy, Mystery, Police, Shounen",Special,1,4069
226,Elfen Lied,"Action, Drama, Horror, Psychological, Romance, Seinen, Supernatural",TV,13,623511
644,Hachimitsu to Clover Specials,"Comedy, Drama, Josei, Romance, Slice of Life",Special,2,21164
2405,Hello! Lady Lynn,Drama,TV,36,1757
15117,Kami nomi zo Shiru Sekai: Tenri-hen,"Comedy, Harem, Romance, Shounen, Supernatural",OVA,2,68623
10460,Kimi to Boku.,"Comedy, Drama, Romance, School, Shounen, Slice of Life",TV,13,86196
6050,Mahou Sensei Negima! Mou Hitotsu no Sekai,"Action, Adventure, Ecchi, Magic, Shounen, Supernatural",OVA,4,12413
444,Maria-sama ga Miteru: Haru,"Drama, Romance, School, Shoujo, Shoujo Ai",TV,13,14983
82,Mobile Suit Gundam 0080: War in the Pocket,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",OVA,6,22609
15315,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,"Comedy, Fantasy, Supernatural",TV,10,218231
30347,Nanatsu no Taizai OVA,"Action, Adventure, Fantasy, Shounen, Supernatural",OVA,2,37540
31704,One Punch Man: Road to Hero,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",OVA,1,94839
1699,Romeo x Juliet,"Drama, Fantasy, Historical, Romance",TV,24,91530
517,School Rumble Ichi Gakki Hoshuu,"Comedy, Romance, School, Shounen",OVA,2,40868
29829,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,"Comedy, Drama, Slice of Life",Movie,1,3304
30868,Ajin Part 1: Shoudou,"Action, Horror, Mystery, Seinen, Supernatural",Movie,1,22279
22199,Akame ga Kill!,"Action, Adventure, Fantasy",TV,24,492133
14941,AKB0048: Next Stage,"Music, Sci-Fi",TV,13,22302
978,Change!! Getter Robo: Sekai Saigo no Hi,"Action, Adventure, Horror, Mecha, Psychological, Sci-Fi, Shounen",OVA,13,5606
2994,Death Note Rewrite,"Mystery, Police, Psychological, Supernatural, Thriller",Special,2,88699
14735,Detective Conan Movie 17: Private Eye in the Distant Sea,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,12963
10350,Hakuouki Sekkaroku,"Action, Demons, Drama, Fantasy, Historical, Josei",OVA,6,14725
20431,Hoozuki no Reitetsu,"Comedy, Fantasy, Supernatural",TV,13,47619
15487,Kuroko no Basket NG-shuu,"Comedy, School, Shounen, Sports",Special,9,32215
1462,Memories,"Drama, Horror, Psychological, Sci-Fi",Movie,3,38643
13667,Naruto: Shippuuden Movie 6 - Road to Ninja,"Action, Adventure, Martial Arts, Shounen, Super Power",Movie,1,87369
28927,Owari no Seraph: Nagoya Kessen-hen,"Action, Drama, Shounen, Supernatural, Vampire",TV,12,190058
398,Seikai no Senki III,"Action, Military, Romance, Sci-Fi, Space",OVA,2,11044
20847,Seitokai Yakuindomo*,"Comedy, School, Shounen, Slice of Life",TV,13,98544
2451,Space Cobra,"Action, Adventure, Sci-Fi, Space",TV,31,6919
8937,Toaru Majutsu no Index II,"Action, Magic, Sci-Fi, Super Power",TV,24,184520
12883,Tsuritama,"Comedy, Sci-Fi, Slice of Life, Sports",TV,12,90625
30413,Yowamushi Pedal Movie,"Comedy, Drama, Shounen, Sports",Movie,1,8838
30902,Yuru Yuri Nachuyachumi!+,"Comedy, Shoujo Ai, Slice of Life",Special,2,19586
6347,Baka to Test to Shoukanjuu,"Comedy, Romance, School, Super Power",TV,13,301282
3841,Chi&#039;s Sweet Home,"Comedy, Slice of Life",TV,104,36307
8086,Densetsu no Yuusha no Densetsu,"Action, Adventure, Fantasy, Magic, Shounen",TV,24,130689
9982,Fairy Tail OVA,"Comedy, Ecchi, Fantasy, Magic, Shounen",OVA,5,83421
1888,Ichigo Mashimaro OVA,"Comedy, School, Slice of Life",OVA,3,15085
33082,Kingsglaive: Final Fantasy XV,Action,Movie,1,15508
1096,Mobile Police Patlabor 2: The Movie,"Drama, Mecha, Mystery, Police, Sci-Fi",Movie,1,11957
14407,Persona 3 the Movie 1: Spring of Birth,"Action, Fantasy, Seinen, Supernatural",Movie,1,45568
1719,Rozen Maiden: Ouvertüre,"Action, Comedy, Drama, Magic, Seinen",Special,2,44388
290,Seikai no Monshou,"Action, Military, Romance, Sci-Fi, Space",TV,13,26379
154,Shaman King,"Action, Adventure, Comedy, Drama, Shounen, Supernatural",TV,64,169517
11757,Sword Art Online,"Action, Adventure, Fantasy, Game, Romance",TV,25,893100
5074,Tetsuwan Birdy Decode:02,"Action, Comedy, Sci-Fi",TV,12,29622
31733,Bishoujo Senshi Sailor Moon Crystal Season III,"Demons, Magic, Romance, Shoujo",TV,13,16530
1690,Bokurano,"Drama, Mecha, Psychological, Sci-Fi",TV,24,81408
4177,Bounen no Xamdou,"Action, Military, Sci-Fi",ONA,26,79026
10092,Break Blade 6: Doukoku no Toride,"Action, Mecha, Military, Shounen",Movie,1,39077
9785,Detective Conan: Conan vs. Kid - Shark &amp; Jewel,"Adventure, Comedy, Kids, Mystery, Police, Shounen",Movie,1,2688
985,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,"Adventure, Drama, Fantasy, Shounen",Special,1,43673
18055,Hakkenden: Touhou Hakken Ibun 2nd Season,"Action, Fantasy, Shoujo, Supernatural",TV,13,33466
6984,Hidamari Sketch x 365 Specials,"Comedy, School, Slice of Life",Special,3,10720
27991,K: Return of Kings,"Action, Super Power, Supernatural",TV,13,114904
21659,Kill la Kill Special,"Action, Comedy, School, Super Power",Special,1,83795
3545,Kochira Katsushikaku Kameari Kouenmae Hashutsujo (TV),"Comedy, Police, Slice of Life",TV,373,4734
474,Macross Plus,"Drama, Mecha, Military, Romance, Sci-Fi, Space",OVA,4,23138
1211,Macross Plus Movie Edition,"Action, Adventure, Mecha, Military, Romance, Sci-Fi, Space",Movie,1,8405
9510,Mitsudomoe Zouryouchuu!,"Comedy, School, Slice of Life",TV,8,26468
5751,Prince of Tennis: Another Story - Messages From Past and Future,"Comedy, School, Shounen, Sports",OVA,4,9487
3515,Saint Seiya: Meiou Hades Elysion-hen,"Action, Fantasy, Shounen, Super Power",OVA,6,19044
13663,To LOVE-Ru Darkness,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",TV,12,135929
13851,To LOVE-Ru Darkness OVA,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",OVA,6,57166
6956,Working!!,"Comedy, Slice of Life",TV,13,189367
9441,Yume-iro Pâtissière SP Professional,"Shoujo, Slice of Life",TV,13,20397
233,Daa! Daa! Daa!,"Comedy, Sci-Fi, Shoujo",TV,78,12673
2397,Digimon Adventure: Bokura no War Game!,"Adventure, Comedy, Kids, Sci-Fi",Movie,1,37078
345,Eikoku Koi Monogatari Emma,"Drama, Historical, Romance, Seinen, Slice of Life",TV,12,23877
71,Full Metal Panic!,"Action, Comedy, Mecha, Military, Sci-Fi",TV,24,256325
10793,Guilty Crown,"Action, Drama, Sci-Fi, Super Power",TV,22,460959
9760,Hoshi wo Ou Kodomo,"Adventure, Fantasy, Romance",Movie,1,76286
160,"Ima, Soko ni Iru Boku","Adventure, Drama, Fantasy, Military, Sci-Fi",TV,13,56839
3713,Jigoku Shoujo Mitsuganae,"Mystery, Psychological, Supernatural",TV,26,58993
2593,Kara no Kyoukai 1: Fukan Fuukei,"Action, Mystery, Supernatural, Thriller",Movie,1,178880
2454,Kimagure Orange☆Road: Ano Hi ni Kaeritai,"Comedy, Drama, Romance, Shounen, Slice of Life",Movie,1,4368
32380,Kono Subarashii Sekai ni Shukufuku wo! OVA,"Comedy, Fantasy",OVA,1,46823
33263,Kubikiri Cycle: Aoiro Savant to Zaregototsukai,"Action, Drama, Mystery, Supernatural",OVA,8,19317
13203,Lupin the Third: Mine Fujiko to Iu Onna,"Action, Adventure, Comedy, Ecchi, Samurai, Seinen",TV,13,22796
2963,Minami-ke,"Comedy, School, Slice of Life",TV,13,105471
87,Mobile Suit Gundam: Char&#039;s Counterattack,"Drama, Mecha, Military, Sci-Fi, Space",Movie,1,19258
20,Naruto,"Action, Comedy, Martial Arts, Shounen, Super Power",TV,220,683297
31953,New Game!,"Comedy, Slice of Life",TV,12,91932
28069,Shigatsu wa Kimi no Uso: Moments,"Music, Shounen",OVA,1,41368
1002,Top wo Nerae 2! Diebuster,"Action, Comedy, Mecha, Sci-Fi, Space",OVA,6,38691
9471,Baka to Test to Shoukanjuu: Matsuri,"Comedy, School, Super Power",OVA,2,67684
150,Blood+,"Action, Drama, Horror, Military, Mystery, Supernatural, Vampire",TV,50,208321
60,Chrno Crusade,"Action, Demons, Historical, Romance, Supernatural",TV,24,140865
19671,Free!: FrFr - Short Movie,"Comedy, Sports",Special,7,35956
120,Fruits Basket,"Comedy, Drama, Fantasy, Romance, Shoujo, Slice of Life",TV,26,242553
74,Gakuen Alice,"Comedy, Magic, School, Shoujo",TV,26,52995
30364,Haikyuu!! Movie 2: Shousha to Haisha,"Comedy, Drama, School, Shounen, Sports",Movie,1,10558
8426,Hourou Musuko,"Drama, School, Slice of Life",TV,11,53426
33209,Huyao Xiao Hongniang: Wangquan Fugui,"Comedy, Romance, Supernatural",ONA,14,1119
2547,Shoukoujo Sara,"Drama, Historical, Shoujo, Slice of Life",TV,46,7515
22101,Soredemo Sekai wa Utsukushii,"Adventure, Fantasy, Romance, Shoujo",TV,12,99462
182,Tenkuu no Escaflowne,"Adventure, Fantasy, Mecha, Romance, Shoujo",TV,26,83437
21867,The Disappearance of Conan Edogawa: The Worst Two Days in History,"Adventure, Comedy, Mystery, Police, Shounen",Special,1,3735
28979,To LOVE-Ru Darkness 2nd,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",TV,12,73909
16011,Tokyo Ravens,"Comedy, School, Shounen, Super Power, Supernatural",TV,24,171384
22819,Aikatsu! Movie,"Music, School, Shoujo, Slice of Life",Movie,1,2813
9062,Angel Beats! Specials,"Action, Comedy, School, Supernatural",Special,2,139013
477,Aria The Animation,"Fantasy, Sci-Fi, Shounen, Slice of Life",TV,13,76913
6772,Break Blade 1: Kakusei no Toki,"Action, Fantasy, Mecha, Military, Shounen",Movie,1,58184
